year,title,id,imdbid,rating
1978,Battlestar Galactica,5548,0077215,3
1978,Foul Play,6406,0077578,3
1978,Magic,6638,0077889,1
1978,"Boys from Brazil, The",6695,0077269,1
1978,Jaws 2,7223,0077766,2
1978,Starcrash,8160,0079946,3
1978,"Lord of the Rings, The",8437,0077869,1
1978,Gray Lady Down,8701,0077629,2
1978,Pretty Baby,8721,0078111,2
1978,"Brink&#39;s Job, The",8887,0077275,1
1978,"Driver, The",9227,0077474,0
1978,Convoy,9518,0077369,0
1978,Lo chiamavano Bulldozer,9560,0077864,0
1978,Jubilee,10068,0076240,3
1979,Alien,13,0078748,3
1979,Manhattan,403,0079522,1
1979,"Warriors, The",695,0080120,1
1979,Life of Brian,787,0079470,3
1979,"Frisco Kid, The",846,0079180,1
1979,Die Blechtrommel,1020,0078875,3
1979,Star Trek: The Motion Picture,1300,0079945,1
1979,All That Jazz,1222,0078754,2
1979,Being There,1699,0078841,2
1979,"Marriage of Maria Braun, The",1766,0079095,3
1979,"In-Laws, The",2187,0079336,3
1979,Apocalypse Now,2227,0078788,0
1979,"China Syndrome, The",2284,0078966,3
1979,"Jerk, The",2327,0079367,1
1979,Nosferatu the Vampyre,2496,0079641,0
1979,Escape from Alcatraz,3420,0079116,0
1979,Moonraker,3504,0079574,1
1979,Stalker,3667,0079944,1
1979,Quadrophenia,4599,0079766,1
1979,"Amityville Horror, The",4687,0078767,3
1979,Rock &#39;n&#39; Roll High School,4741,0079813,3
1979,L&#39;hypothese du tableau vole,4766,0077707,0
1979,My Brilliant Career,4797,0079596,3
1979,Time After Time,5234,0080025,2
1979,Meatballs,5415,0079540,3
1979,Angels&#39; Brigade,5708,0078778,3
1979,"Bell Jar, The",6280,0078843,3
1979,Mad Max,6290,0079501,3
1979,Rocky II,6870,0079817,1
1979,Phantasm,7092,0079714,1
1979,"Black Hole, The",7233,0078869,0
1979,Hair,7636,0079261,3
1979,Kramer vs. Kramer,7645,0079417,1
1979,Tourist Trap,8168,0080040,3
1979,Rupan sansei: Kariosutoro no shiro,8510,0079833,3
1979,Murder by Natural Causes,8516,0079593,1
1979,"Muppet Movie, The",8987,0079588,2
1979,Osenniy marafon,9404,0079679,1
1979,Scum,9417,0079871,0
1979,Buffet froid,9638,0078913,0
1979,"North Avenue Irregulars, The",9857,0079639,3
1979,"Rose, The",9876,0079826,1
1979,Norma Rae,9966,0079638,3
1980,"Blues Brothers, The",208,0080455,1
1980,Fame,360,0080716,3
1980,Star Wars: Episode V - The Empire Strikes Back,670,0080684,0
1980,Moskva slezam ne verit,684,0079579,3
1980,Nine to Five (9 to 5),863,0080319,3
1980,Airplane!,873,0080339,3
1980,"Shining, The",930,0081505,2
1980,Raging Bull,1437,0081398,1
1980,Atlantic City,1223,0080388,3
1980,La terrazza,1472,0081616,3
1980,"Nude Bomb, The",1845,0081249,1
1980,Loose Shoes,1882,0076582,1
1980,Any Which Way You Can,2068,0080377,1
1980,Resurrection,2142,0081414,1
1980,Cannibal Holocaust,2278,0078935,1
1980,Fade to Black,2377,0080711,3
1980,"Fog, The",2484,0080749,3
1980,Little Darlings,2799,0081060,3
1980,Private Benjamin,2883,0081375,3
1980,Xanadu,3254,0081777,3
1980,Cruising,3427,0080569,0
1980,"Pepi, Luci, Bom and Other Girls Like Mom",3673,0081323,3
1980,Flash Gordon,3858,0080745,3
1980,Somewhere in Time,3873,0081534,2
1980,Can&#39;t Stop the Music,3962,0080492,3
1980,Superman II,4282,0081573,3
1980,Friday the 13th,4569,0080761,3
1980,Heaven&#39;s Gate,4960,0080855,0
1980,Coal Miner&#39;s Daughter,5681,0080549,3
1980,"Blue Lagoon, The",6395,0080453,0
1980,"Ninth Configuration, The",6877,0081237,0
1980,Ordinary People,7192,0081283,2
1980,Battle Beyond the Stars,7307,0080421,2
1980,Nightmare City,7389,0080931,3
1980,"Final Countdown, The",7401,0080736,0
1980,"King and the Mockingbird, The",7987,0079820,0
1980,"Mirror Crack&#39;d, The",8116,0081163,3
1980,Maniac,8402,0081114,3
1980,Indul a bakterhaz,8556,0121403,1
1980,Popeye,8945,0081353,3
1980,"Party, The",9523,0082100,3
1980,American Gigolo,9781,0080365,3
1980,Kagemusha,9819,0080979,0
1980,Health,10430,0079256,3
1981,Raiders of the Lost Ark,340,0082971,3
1981,Clash of the Titans,744,0082186,3
1981,My Dinner With Andre,874,0082783,0
1981,Ms. 45,972,0082776,3
1981,Rich and Famous,1568,0082992,3
1981,Southern Comfort,1197,0083111,0
1981,"Fox and the Hound, The",1124,0082406,2
1981,Escape from New York,1427,0082340,0
1981,History of the World: Part I,1081,0082517,1
1981,"Woman Next Door, The",1646,0082370,3
1981,Umrao Jaan,1707,0083248,3
1981,Quest for Fire,2053,0082484,1
1981,Polyester,2062,0082926,3
1981,"Great Muppet Caper, The",2073,0082474,3
1981,Das Boot,2143,0082096,0
1981,Lady Chatterley&#39;s Lover,2533,0082640,3
1981,Reds,2667,0082979,3
1981,Time Bandits,2697,0081633,1
1981,Outland,2753,0082869,1
1981,An American Werewolf in London,2873,0082010,2
1981,Heavy Metal,3231,0082509,1
1981,Body Heat,3549,0082089,2
1981,Mommy Dearest,3641,0082766,3
1981,"Evil Dead, The",3918,0083907,1
1981,Christiane F. - Wir Kinder vom Bahnhof Zoo,3976,0082176,3
1981,Pennies from Heaven,4009,0082894,1
1981,Looker,4561,0082677,1
1981,Friday the 13th Part 2,4572,0082418,2
1981,Halloween II,4708,0082495,3
1981,Stripes,5325,0083131,2
1981,Horror Planet,5338,0084090,3
1981,"Howling, The",5378,0082533,3
1981,For Your Eyes Only,5955,0082398,3
1981,Der subjektive Faktor,6240,0083137,3
1981,Il marchese del Grillo,6245,0082714,3
1981,Gregory&#39;s Girl,6496,0082477,3
1981,Chariots of Fire,6507,0082158,1
1981,"Marva Collins Story, The",6630,0082719,1
1981,Blow Out,6865,0082085,3
1981,Dragonslayer,6944,0082288,1
1981,...E tu vivrai nel terrore! L&#39;aldila (The Beyond),7221,0082307,3
1981,Happy Birthday to Me,7362,0082498,3
1981,La fuga de Segovia,7477,0082424,0
1981,Shock Treatment,7732,0083067,3
1981,Diva,8180,0082269,1
1981,"Prowler, The",8411,0082951,3
1981,Galaxy of Terror,8413,0082431,3
1981,Ragtime,8417,0082970,2
1981,Excalibur,8502,0082348,1
1981,Thief,8789,0083190,0
1981,On a Golden Pond,8837,0082846,1
1981,Dead and Buried,8973,0082242,1
1981,Absence of Malice,9049,0081974,3
1981,"Masked Avengers, The",9158,0082153,0
1981,Scanners,9416,0081455,1
1981,Victory,9728,0083284,0
1981,Nighthawks,9729,0082817,0
1981,Cannibal Ferox,9750,0082700,3
1981,Possession,9809,0082933,1
1981,"Four Seasons, The",10403,0082405,3
1982,Le Retour de Martin Guerre,231,0084589,3
1982,Blade Runner,234,0083658,1
1982,Conan the Barbarian,407,0082198,1
1982,"Ladies and Gentlemen, the Fabulous Stains",821,0082639,3
1982,Annie,851,0083564,3
1982,Star Trek: The Wrath of Khan,896,0084726,3
1982,TRON,1002,0084827,0
1982,Sophie&#39;s Choice,1003,0084707,3
1982,"Dark Crystal, The",1035,0083791,1
1982,"Secret of NIMH, The",1510,0084649,3
1982,"Last Unicorn, The",1226,0084237,3
1982,E.T.: The Extra-Terrestrial,1645,0083866,3
1982,Liquid Sky,1696,0085852,3
1982,"Thing, The",1861,0084787,0
1982,Deathtrap,1881,0083806,3
1982,"King of Comedy, The",1896,0085794,1
1982,Fast Times at Ridgemont High,1934,0083929,2
1982,"Draughtsman&#39;s Contract, The",2241,0083851,2
1982,Smithereens,2251,0084698,3
1982,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",2298,0083745,3
1982,Cat People,2770,0083722,3
1982,Tootsie,2874,0084805,1
1982,Grease 2,3034,0084021,3
1982,Fanny and Alexander,3078,0083922,2
1982,"Slumber Party Massacre, The",3105,0084695,3
1982,First Blood,3342,0083944,0
1982,Forbidden World,3618,0083959,3
1982,Godard&#39;s Passion,3946,0084481,3
1982,Porky&#39;s,4005,0084522,2
1982,Koyaanisqatsi,4079,0085809,0
1982,"Best Little Whorehouse in Texas, The",4124,0083642,3
1982,Diner,4406,0083833,1
1982,Poltergeist,4544,0084516,3
1982,Countryman,4564,0083762,0
1982,Friday the 13th Part III,4573,0083972,3
1982,Banana Joe,4584,0082045,0
1982,Frances,4844,0083967,3
1982,48 Hrs.,5355,0083511,2
1982,Pink Floyd The Wall,6068,0084503,0
1982,"Last American Virgin, The",6115,0084234,3
1982,Finye (The Wind),6497,0083942,3
1982,"Verdict, The",6704,0084855,1
1982,Rocky III,6871,0084602,0
1982,"State of Things, The",7107,0084725,3
1982,Tenebre,7175,0084777,2
1982,Swamp Thing,7199,0084745,2
1982,An Officer and a Gentleman,7244,0084434,3
1982,"Beast Within, The",7345,0083629,1
1982,"Fits, The",7348,4238858,1
1982,Mil gritos tiene la noche [Pieces],7414,0082748,1
1982,Missing,7557,0084335,3
1982,Evil Under the Sun,8115,0083908,3
1982,"Scarlet Pimpernel, The",8117,0084637,2
1982,"Entity, The",8165,0082334,3
1982,Victor Victoria,8665,0084865,3
1982,Tex,8986,0084783,2
1982,Monty Python Live at the Hollywood Bowl,9356,0084352,1
1982,"Party 2, The",9524,0083686,3
1982,Gandhi,9593,0083987,2
1982,Deux heures moins le quart avant Jesus-Christ,9634,0083824,2
1982,Piratensender Power Play,9723,0082911,1
1982,Sorceress,9741,0086340,3
1982,"World According to Garp, The",10183,0084917,3
1983,Silkwood,442,0086312,3
1983,Christine,455,0085333,1
1983,Star Wars: Episode VI - Return of the Jedi,671,0086190,1
1983,Educating Rita,1105,0085478,3
1983,Trading Places,1667,0086465,1
1983,"Hunger, The",1785,0085701,3
1983,"Ballad of Narayama, The",1793,0084390,3
1983,Yellowbeard,1822,0086618,1
1983,Breathless,2255,0085276,0
1983,Rumble Fish,2387,0086216,2
1983,El Norte,2599,0085482,3
1983,Dark Habits,3376,0085496,3
1983,Local Hero,3519,0085859,1
1983,Born in Flames,3644,0085267,3
1983,Lianna,3672,0085838,3
1983,WarGames,3685,0086567,1
1983,Videodrome,3892,0086541,2
1983,Flashdance,3972,0085549,3
1983,Superman III,4283,0086393,3
1983,Terms of Endearment,4448,0086425,1
1983,Terms of Endearment,4449,0086425,3
1983,Go for It,4585,0085601,0
1983,"Man With Two Brains, The",4622,0085894,1
1983,Los renglones torcidos de Dios,4771,0224005,3
1983,Hercules,5257,0085672,3
1983,Scarface,5321,0086250,1
1983,"Dead Zone, The",5427,0085407,1
1983,A Christmas Story,5473,0085334,1
1983,Merry Christmas Mr Lawrence,5945,0085933,0
1983,Krull,6126,0085811,1
1983,Mickey&#39;s Christmas Carol,6127,0085936,1
1983,Octopussy,6313,0086034,2
1983,"Meaning of Life , The",6439,0085959,1
1983,"4th Man, The",6791,0086543,1
1983,Jaws 3-D,7243,0085750,3
1983,Mortelle randonn&eacute;e,7247,0084358,3
1983,El pico,7531,0086104,1
1983,"Outsiders, The",7563,0086066,2
1983,Yentl,7587,0086619,3
1983,Cujo,7750,0085382,3
1983,Barefoot Gen,8029,0085218,3
1983,Strange Brew,8326,0086373,1
1983,Deathstalker,9376,0087127,1
1983,Wild Style,8812,0084904,3
1983,"Best Christmas Pageant Ever, The",8971,0085231,3
1983,Suburbia,9130,0086589,3
1983,Risky Business,9274,0086200,3
1983,Under Fire,9705,0086510,1
1983,Die Supernasen,9720,0086394,1
1983,Women&#39;s Prison Massacre,9749,0085250,3
1984,Ghostbusters,376,0087332,2
1984,Gremlins,406,0087363,1
1984,Conan the Destroyer,413,0087078,3
1984,"Bostonians, The",514,0086992,3
1984,Kaze no tani no Naushika,570,0087544,3
1984,Police Academy,575,0087928,3
1984,Amadeus,613,0086879,3
1984,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",743,0086856,3
1984,"Paris, Texas",813,0087884,1
1984,Indiana Jones and the Temple of Doom,1048,0087469,0
1984,What Have I Done to Deserve This?,1582,0088461,3
1984,Star Trek III: The Search for Spock,1304,0088170,1
1984,"Terminator, The",1418,0088247,3
1984,Sixteen Candles,1296,0088128,3
1984,"Karate Kid, The",1430,0087538,3
1984,Dune,1534,0087182,3
1984,This Is Spinal Tap,1536,0088258,1
1984,Beverly Hills Cop,1848,0086960,0
1984,Supergirl,2000,0088206,3
1984,A Soldier&#39;s Story,2742,0088146,0
1984,"Jewel in the Crown, The",2765,0086739,3
1984,Blame It on Rio,3357,0086973,3
1984,Love Streams,2866,0087644,3
1984,Night of the Comet,3489,0087799,3
1984,A Private Function,3868,0089838,3
1984,Splash,3885,0088161,1
1984,"Natural, The",4053,0087781,1
1984,Poison for the Fairies,4087,0135033,3
1984,"Neverending Story, The",4157,0088323,1
1984,A nightmare on Elm Street,4182,0087800,3
1984,Purple Rain,4193,0087957,3
1984,Repo Man,4355,0087995,2
1984,Non ci resta che piangere,4589,0087814,1
1984,Protocol,4590,0087951,3
1984,2010,4623,0086837,1
1984,"Last Starfighter, The",4633,0087597,3
1984,"Muppets Take Manhattan, The",4634,0087755,3
1984,Top Secret!,4668,0088286,0
1984,A Passage to India,4725,0087892,3
1984,Body Double,5040,0086984,2
1984,Friday the 13th Part IV: The Final Chapter,5154,0087298,3
1984,Secret Places,5255,0088075,3
1984,Blood Simple.,5731,0086979,1
1984,Revenge of the Nerds,5751,0088000,1
1984,Another Country,5761,0086904,0
1984,Starman,5796,0088172,0
1984,Children of the Corn,5879,0087050,3
1984,Trancers,6072,0090192,1
1984,Once Upon A Time In America,6293,0087843,1
1984,Bachelor Party,6309,0086927,3
1984,Johnny Dangerously,6523,0087507,3
1984,Godzilla 1985,6529,0087344,0
1984,"Silent Night, Deadly Night",6703,0088117,3
1984,Los santos inocentes,7391,0088040,3
1984,"Philadelphia Experiment, The",7402,0087910,1
1984,"Ice Pirates, The",7403,0087451,2
1984,Best Defense,7404,0086955,2
1984,Angel,7492,0086896,3
1984,Razorback,7532,0087981,1
1984,El pico 2,7530,0087913,1
1984,Nineteen Eighty-Four,8524,0087803,1
1984,Romancing the Stone,8748,0088011,3
1984,"Initiation, The",8875,0087472,3
1984,All of Me,9241,0086873,2
1984,Rhinestone,9311,0088001,3
1984,C.H.U.D.,9327,0087015,2
1984,Marche &agrave; l&#39;ombre,9584,0087681,1
1984,Zwei Nasen tanken Super,9722,0088459,1
1984,"Warrior and the Sorceress, The",9739,0088379,0
1984,She,9740,0090009,1
1984,Emmanuelle IV,9756,0085486,3
1984,Double Trouble,9776,0087481,0
1985,Back to the Future,149,0088763,2
1985,"Breakfast Club, The",203,0088847,3
1985,Just One of the Guys,402,0089393,3
1985,Red Sonja,418,0089893,3
1985,Otac na sluzbenom putu,486,0089748,3
1985,Weird Science,520,0090305,3
1985,Police Academy 2: Their First Assignment,576,0089822,1
1985,Agnes of God,602,0088683,3
1985,Tomo yo shizukani nemure,676,0380761,2
1985,Girls Just Want to Have Fun,752,0089208,3
1985,Brazil,880,0088846,3
1985,Anne of Green Gables,935,0088727,3
1985,Sans toi ni loi (Vagabond),963,0089960,3
1985,"Color Purple, The",991,0088939,3
1985,Real Genius,1046,0089886,1
1985,White Nights,1187,0090319,1
1985,Clue,1408,0088930,3
1985,Ladyhawke,1269,0089457,0
1985,A Room with a View,1561,0091867,3
1985,Dim Sum: A Little Bit of Heart,1500,0087150,3
1985,Desperately Seeking Susan,1654,0089017,3
1985,Huang tudi (Yellow Earth),1708,0087433,0
1985,"Trip To Bountiful, The",1789,0090203,3
1985,Fletch,1832,0089155,1
1985,"Black Cauldron, The",1949,0088814,3
1985,Enemy Mine,2152,0089092,0
1985,Fandango,2302,0089126,0
1985,Mr Vampire (Geung si sin sang),2343,0089371,1
1985,Ran,2352,0089881,1
1985,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),2531,0088748,0
1985,Commando,2576,0088944,1
1985,Wetherby,2613,0090310,3
1985,Return to Oz,2894,0089908,3
1985,"Goonies, The",3001,0089218,3
1985,Better Off Dead,3320,0088794,3
1985,Starchaser: The Legend of Orin,3416,0090065,1
1985,Desert Hearts,3666,0089015,3
1985,A Chorus Line,3719,0088915,3
1985,Sweet Dreams,3741,0090110,3
1985,Day of the Dead,3802,0088993,0
1985,After Hours,3872,0088680,2
1985,Legend,3986,0089469,3
1985,"Care Bears Movie, The",4123,0088885,3
1985,Detective,4480,0089066,1
1985,Barbarian Queen,4550,0088771,3
1985,Phenomena,4893,0087909,3
1985,"Official Story, The",4945,0089276,3
1985,My Beautiful Laundrette,4949,0091578,2
1985,Purple Rose of Cairo,5297,0089853,3
1985,"Sure Thing, The",5467,0090103,3
1985,Friday the 13th: A New Beginning,5563,0089173,3
1985,Re-Animator,5564,0089885,0
1985,Spies Like Us,5627,0090056,1
1985,Witness,5632,0090329,3
1985,"Legend of Billie Jean, The",5660,0089470,3
1985,Tampopo,5795,0092048,1
1985,Fright Night,5943,0089175,2
1985,A Nightmare on Elm Street 2: Freddy&#39;s Revenge,6018,0089686,3
1985,Out of Africa,6155,0089755,3
1985,Come and See,6165,0091251,0
1985,A View to a Kill,6314,0090264,1
1985,"Quiet Earth, The",6730,0089869,0
1985,Kiss of the Spider Woman,6792,0089424,2
1985,Rambo: First Blood Part II,6840,0089880,0
1985,Dreamchild,6853,0089052,3
1985,Rocky IV,6873,0089927,2
1985,Angel&#39;s Egg,6902,0208502,0
1985,Flesh+Blood,7173,0089153,3
1985,Night on the Galactic Railroad,7576,0089206,0
1985,Ninja Terminator,7703,0199849,2
1985,La Negrita: the Miracle of Our Lady of Los Angeles,8007,5739786,1
1985,Esperando la carroza,8071,0089108,3
1985,Howling II: ... Your Sister Is a Werewolf,8419,0089308,2
1985,Bebukottak,8553,2292794,0
1985,"Treasure of Swamp Castle, The",8554,0137226,2
1985,Pee-wee&#39;s Big Adventure,8924,0089791,1
1985,Les specialistes,9052,0088167,0
1985,"Last Dragon, The",9148,0089461,3
1985,Teen Wolf,9536,0090142,2
1985,Pale Rider,9538,0089767,2
1985,Ocean Drive Weekend,9569,0471287,3
1985,Sindhu Bhairavi,9957,0155180,2
1985,Die Einsteiger,9721,0089077,1
1986,Short Circuit,2,0091949,3
1986,Ferris Bueller&#39;s Day Off,211,0091042,3
1986,Labyrinth,253,0091369,3
1986,Aliens,283,0090605,3
1986,Tenk&ucirc; no shiro Rapyuta,484,0092067,3
1986,Police Academy 3: Back in Training,577,0091777,1
1986,Stand By Me,898,0092005,0
1986,Hannah and Her Sisters,1017,0091167,3
1986,Highlander,1604,0091203,2
1986,Kin-Dza-Dza,1397,0091341,0
1986,"Clan of the Cave Bear, The",1614,0090848,3
1986,Top Gun,1703,0092099,2
1986,Jumpin&#39; Jack Flash,1835,0091306,3
1986,Little Shop of Horrors,2061,0091419,1
1986,Peggy Sue Got Married,2070,0091738,3
1986,Big Trouble in Little China,2150,0090728,3
1986,"Money Pit, The",2314,0091541,2
1986,Armed and Dangerous,2421,0090660,1
1986,An American Tail,2490,0090633,3
1986,Star Trek IV:  The Voyage Home,2648,0092007,3
1986,SpaceCamp,2658,0091993,3
1986,Blue Velvet,2662,0090756,1
1986,When the Wind Blows,2670,0090315,0
1986,"Fly, The",3002,0091064,2
1986,"Adventures of Milo and Otis, The",3093,0097050,1
1986,"&#39;night, Mother",3155,0090556,3
1986,Down by Law,3203,0090967,1
1986,Project A-ko,3398,0091794,3
1986,Platoon,3558,0091763,0
1986,Crocodile Dundee,3614,0090555,3
1986,"Great Mouse Detective, The",3701,0091149,1
1986,"Transformers: The Movie, The",3850,0092106,0
1986,Pretty in Pink,4315,0091790,3
1986,Hour of the Star,4451,0089297,3
1986,Flight of the Navigator,4576,0091059,3
1986,"Parent Trap II, The",4581,0091721,3
1986,Back to School,4591,0090685,1
1986,Ruthless People,4614,0091877,3
1986,Howard The Duck,4632,0091225,3
1986,Maximum Overdrive,4684,0091499,2
1986,F/X,4894,0089118,1
1986,Asterix in Britain (Asterix chez les Bretons),4966,0090667,0
1986,Captain EO,6021,0090793,1
1986,!Three Amigos!,6202,0092086,2
1986,Rosa Luxemburg,6221,0091869,3
1986,Manhunter,6298,0091474,1
1986,Il caso Moro,6711,0090805,0
1986,Peking Opera Blues,6819,0090952,3
1986,"Karate Kid, Part II, The",6935,0091326,1
1986,Children of a Lesser God,6954,0090830,3
1986,April Fool&#39;s Day,6972,0090655,3
1986,"Mission, The",6979,0091530,0
1986,From Beyond,7056,0091083,3
1986,"Name Of The Rose, The",7333,0091605,0
1986,"Manhattan Project, The",7472,0091472,2
1986,Matador,7480,0091495,3
1986,"Fugitives, The",8123,0091093,0
1986,Pirates,8286,0091757,0
1986,Critters,8388,0090887,2
1986,Chopping Mall,8418,0090837,3
1986,Deadly Friend,8486,0090917,2
1986,Macskafogo,8558,0179955,1
1986,Terrorizers,9121,0091355,2
1986,She&#39;s Gotta Have It,9171,0091939,3
1986,Under the Cherry Moon,9229,0092133,3
1986,A Better Tomorrow,9374,0092263,0
1986,About Last Night,9304,0090583,3
1986,Cobra,9411,0090859,1
1986,Iron Eagle,9516,0091278,1
1986,"Delta Force, The",9531,0090927,1
1986,"No Retreat, No Surrender",9544,0089695,0
1986,"Defiant Ones, The",9590,0089010,0
1986,Friday the 13th Part VI: Jason Lives,9653,0091080,3
1986,"Texas Chainsaw Massacre Part 2, The",9854,0092076,0
1986,Betty Blue,10208,0090563,2
1987,"Good Morning, Vietnam",134,0093105,1
1987,Dirty Dancing,321,0092890,3
1987,"Princess Bride, The",322,0093779,2
1987,RoboCop,547,0093870,1
1987,Police Academy 4: Citizens on Patrol,579,0093756,1
1987,Full Metal Jacket,720,0093058,0
1987,Babette&#39;s Feast,815,0092603,3
1987,"Wonderful Wizard of Oz, The",1034,0098675,3
1987,Housekeeping,1181,0093225,3
1987,Overboard,1203,0093693,3
1987,Lethal Weapon,1113,0093409,1
1987,Spaceballs,1078,0094012,3
1987,September,1657,0093940,3
1987,"Whales Of August, The",1792,0094315,3
1987,Beverly Hills Cop II,1849,0092644,1
1987,Around the World in Eighty Ways,1862,0092581,3
1987,Withnail &amp; I,1887,0094336,1
1987,84 Charing Cross Road,1902,0090570,3
1987,Predator,1928,0093773,0
1987,House of Games,2029,0093223,3
1987,Bagdad Cafe,2215,0095801,3
1987,I&#39;ve Heard the Mermaids Singing,2218,0093239,3
1987,Wings of Desire,2243,0093191,0
1987,"Witches of Eastwick, The",2250,0094332,3
1987,Hard Ticket to Hawaii,2365,0093146,3
1987,Radio Days,2437,0093818,1
1987,Angel Heart,2471,0092563,1
1987,Baby Boom,2523,0092605,3
1987,Maurice,2644,0093512,2
1987,High Tide,2665,0095305,3
1987,Fatal Beauty,2710,0093011,2
1987,Moonstruck,2744,0093565,3
1987,"Planes, Trains &amp; Automobiles",2927,0093748,1
1987,"Lost Boys, The",3003,0093437,1
1987,"Last Emperor, The",3249,0093389,3
1987,Barbie and the Rockers: Out of This World,3290,0313254,3
1987,Hellraiser,3582,0093177,3
1987,Nice Girls Don&#39;t Explode,3602,0093617,3
1987,Prince of Darkness,3611,0093777,3
1987,Raising Arizona,3635,0093822,3
1987,"Chipmunk Adventure, The",3781,0092752,3
1987,Ngati,3898,0093615,3
1987,Evil Dead II,3916,0092991,3
1987,Outrageous Fortune,4228,0093690,3
1987,Superman IV: The Quest for Peace,4297,0094074,3
1987,"Gate, The",4412,0093075,2
1987,Black Widow,4535,0090738,3
1987,Dragnet,4620,0092925,3
1987,Fatal Attraction,4737,0093010,3
1987,Light of Day,4811,0093415,3
1987,Swimming to Cambodia,5017,0094089,0
1987,Hansel and Gretel,5290,0093144,3
1987,Broadcast News,5310,0092699,3
1987,Empire of the Sun,5373,0092965,1
1987,House II: The Second Story,5592,0093220,3
1987,A Nightmare on Elm Street 3: Dream Warriors,5767,0093629,3
1987,Waiting for the Moon,5789,0094286,3
1987,Au Revoir Les Enfants,6062,0092593,1
1987,Creepshow 2,6824,0092796,3
1987,Jaws: The Revenge,6920,0093300,3
1987,3 Men and a Baby,7002,0094137,1
1987,Hope and Glory,7035,0093209,3
1987,Bad Taste,7049,0092610,0
1987,Adventures in Babysitting,7507,0092513,3
1987,El bosque animado,7590,0092693,3
1987,La ley del deseo,7661,0093412,3
1987,Epidemic,7918,0092972,1
1987,"Secret of My Succe$s, The",8672,0093936,1
1987,"Running Man, The",8692,0093894,3
1987,My Demon Lover,9205,0093589,2
1987,A Better Tomorrow II,9375,0094357,0
1987,Can&#39;t Buy Me Love,9286,0092718,3
1987,Deathstalker II,9389,0092860,3
1987,"No Retreat, No Surrender 2",9545,0097991,1
1987,Masters of the Universe,9566,0093507,3
1987,Throw Momma from the Train,9609,0094142,1
1987,Amazon Women on the Moon,9710,0092546,2
1987,Emmanuelle 5,9755,0092962,0
1987,Casanova,9822,0092730,2
1987,No Way Out,9852,0093640,1
1987,Slave Girls from Beyond Infinity,10275,0093991,3
1987,Where is the friend&#39;s house,10288,0093342,0
1988,Who Framed Roger Rabbit,136,0096438,1
1988,Coming to America,256,0094898,3
1988,Tonari no Totoro,259,0096283,3
1988,Twins,572,0096320,3
1988,Police Academy 5: Assignment: Miami Beach,580,0095882,1
1988,Die Hard,619,0095016,3
1988,Beetle Juice,647,0094721,3
1988,Willow,739,0096446,3
1988,Maniac Cop,814,0095583,3
1988,Heathers,859,0097493,3
1988,Mystic Pizza,940,0095690,3
1988,Working Girl,1070,0096463,3
1988,They Live,1293,0096256,0
1988,Oliver &amp; Company,1210,0095776,2
1988,Bloodsport,1158,0092675,1
1988,Dangerous Liaisons,1629,0094947,3
1988,L&#39;etudiante,1647,0096523,3
1988,Poltergeist III,1714,0095889,3
1988,"Naked Gun: From the Files of Police Squad!, The",1824,0095705,1
1988,Killer Klowns from Outer Space,1860,0095444,0
1988,A Fish Called Wanda,1911,0095159,3
1988,Midnight Run,2903,0095631,2
1988,Akira,2244,0094625,1
1988,Women on the Verge of a Nervous Breakdown,2406,0095675,3
1988,Hairspray,2462,0095270,3
1988,Satisfaction,2485,0096037,3
1988,Beaches,2493,0094715,3
1988,"Accused, The",2502,0094608,3
1988,Big Business,2505,0094739,3
1988,Feds,2653,0095145,3
1988,Action Jackson,2663,0094612,1
1988,Alien Nation,2784,0094631,1
1988,"Land Before Time, The",2905,0095489,3
1988,"Distant Voices, Still Lives",2960,0095037,3
1988,Torch Song Trilogy,3075,0096289,1
1988,Scooby-Doo and the Ghoul School,3448,0189071,3
1988,Rain Man,3482,0095953,1
1988,Married to the Mob,3559,0095593,3
1988,Appleseed,4374,0094668,3
1988,Young Guns,4578,0096487,1
1988,Rock &#39;n&#39; Roll Mom,4582,0096001,3
1988,Two Moon Junction,4628,0096324,3
1988,Dead Ringers,4672,0094964,2
1988,Child&#39;s Play,4705,0094862,3
1988,My Stepmother Is an Alien,4774,0095687,3
1988,World Gone Wild,4813,0096465,3
1988,Hell Comes to Frogtown,4815,0093171,3
1988,Scrooged,4986,0096061,3
1988,Crossing Delancey,4990,0094921,3
1988,Cinema Paradiso,4998,0095765,1
1988,"Last Temptation of Christ, The",5128,0095497,2
1988,Gakk&ocirc; no kaidan G,5179,0330312,0
1988,Sticky Fingers,5258,0096176,3
1988,Hellbound: Hellraiser II,5261,0095294,1
1988,Big,5324,0094737,1
1988,Another Woman,5383,0094663,3
1988,Caddyshack II,5569,0094824,3
1988,"Adventures of Baron Munchausen, The",5595,0096764,1
1988,Grave of the Fireflies,5867,0095327,0
1988,Spoorloos,5881,0096163,1
1988,A Nightmare on Elm Street 4: The Dream Master,6020,0095742,3
1988,Wong gok ka moon,6746,0096461,0
1988,Pumpkinhead,7099,0095925,3
1988,"Accidental Tourist, The",7161,0094606,2
1988,Remando al viento [Rowing with the Wind],7423,0093840,2
1988,Critters 2,8389,0094919,3
